,Unnamed: 0,_id,ltable_movie_no,rtable_movie_no,ltable_movie_name,ltable_movie_year,ltable_movie_director,ltable_movie_star,rtable_movie_name,rtable_movie_year,rtable_movie_director,rtable_movie_star,label
91,91,131689,1450,512,the do-over,2016,Steven Brill,"Adam Sandler, David Spade, Paula Patton, Kathryn Hahn",the cobbler,2015,Tom McCarthy,"Adam Sandler, Method Man, Ellen Barkin, Dustin Hoffman, Melonie Diaz, Elena Kampouris, Glenn Fleshler, Lynn Cohen, Steve Buscemi, Dascha Polanco, Dan Stevens (IV)",0
82,82,126599,2103,498,the ones below,2015,David Farr,"Clmence Posy, David Morrissey, Stephen Campbell Moore, Laura Birn",the program,2016,Stephen Frears,"Ben Foster, Jesse Plemons, Chris O'Dowd, Dustin Hoffman, Lee Pace, Guillaume Canet, Denis MÇnochet, Laura Donnelly, Elaine Cassidy, J.D. Evermore, Sam Hoare, ChikÇ Okonkwo, Daniel Stewart, Ancuta Breaban, Jorge Leon Martinez, Barrie Martin, Todd Terry, Jay Moses, John Schwab, Nathan Wiley, Christy Meyers, JD Roth-round, Alex Dobrenko, Guy Potter, Lasco Atkins, Hugh O'brien, David G. Robinson, Lesa Thurman, James Harkness, Nicolas Robin, Alexander Bracq, Edward Hogg, Peter Wight, Chris Larkin, Mark Little, Michael G. Wilson, Sid Phoenix, Josh O'Connor, Saskia Reeves, Chloe Hayward, Adam Le Fevre, Brent Langdon, Julien Vialon, Yves Aubert, Paul Kelleher, Philippe Smolikowski, Lucien Guignard, David Bertrand, Sebastizn Gonzzlez, Simon Paisley Day, Geoffrey Freshwater, Joseph Cairns, Susan Snyder, Kari Kleiv, Nikos Poursanidis, Maria Teresa Creasey, Shellia Kennedy, Rosa Bursztein, Denton Blane Everett, Greg Dorchak, Ian Knauer, Gary Weekes, Maud Kleszcz Luszczynski, Andreas Klier, Thomas Dekker, Liam Holohan, Yanto Barker, Colton Jarisch, Joan Horrach, Hugh Wilson, Dirk Bellemakers, Kristian House, SeServais Knaven, Kevin Hulsmans",0
267,267,409296,990,1627,the founder,2016,John Lee Hancock,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini",the big short,2015,Adam McKay,"Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt, Karen Gillan, Marisa Tomei, Melissa Leo, Finn Wittrock, Max Greenfield, Billy Magnussen, Rafe Spall, Hamish Linklater, John Magaro, Byron Mann, Al Sapienza, Heighlen Boyd, Sue-Lynn Ansari, Brandon Stacy, Jeremy Strong, Sara Finley, Tracy Letts, Lindsay Musil, Ruby Lou Smith, Shona Gastian, Garrett Hines, Aaron V. Williamson, Adepero Oduye, Wayne Pibre, Judd Derek Lormand, Judd Lormand, Shauna Rappold, Dave Davis, Lara Grice, Vanessa Cloke, Candice Harrison, Aiden Flowers, Charlie Talbert, Michael K. Douglas, Carrie Lazar, Nicole Barrib, Billy Slaughter, Emily Bossak, Mark Falvo, Jae Suh Park, Juliet Reeves, Jeff Caperton, Tony Bentley, Hunter Burke, Jay Jablonski, Jaclyn Bethany, Elton LeBlanc, Jeffry Griffin, Nazeema Bartek, Tracy Mann, Paula Shreve, David Kallaway, Erika Vaughn, Tom Buis, Sidney Beitz, Mike R. Moreau, Colin Lawless, Stanley Wong, Holly Ann Perry, Jason Bayle, Andrea Vittoria Alvarado, Kristen Scott, Rajeev Jacob, Tom Bui, Leslie Castay, Marcus Lyle Brown, Lyle Brocato, Anthony Marble, Jack Millard, Tyler Kunkle, Patrick Kearns, Darly Wayne, Jesse Yarborough, Kelly Lind, Ryan Broussard, John Neisler, Daryl Thibodaux, Cynthia LeBlanc, Oscar Gale, David Michael Cefalu, Blaine Kern III, Michelle Torres, Elliott Grey, Peter Epstein, Mark Roman, Christopher Gulas, Michael Rollins, Blaine Kern III, Ronald Joe Vasquez, Jay Potter, Christina Michelle Williams, Paul Campanella, Alicia Davis Johnson, Staci Roberts Steele, Richard R. Corapi, Colette Divine, Candace McAdams, Jamie Gliddon",0
119,119,166627,611,639,the intern,2015,Nancy Meyers,"Robert De Niro, Anne Hathaway, Rene Russo, Anders Holm",the interview,2014,"Seth Rogen, Evan Goldberg","James Franco, Seth Rogen, Lizzy Caplan, Randall Park, Diana Bang, Timothy C. Simons, Joseph Gordon-Levitt, Anders Holm, Reese Alexander, James Yi, Paul Bae, Geoff Gustafson, Dominique Lalonde, Anesha Bailey, Charles Chun, Charles Rahi Chun, Don Chow, Yun-a Song, Willem Jacobson, Daniel Lim, Harrison Lee, Jason Cox, John Coughlin, Peter Neilly, Yoosik Oum, Scott Seol, Daniel Park, Justin Lee (II), Don Lew, Andrew Chin, Jung Jin Park, Dan Sterling, Fred Henderson, Danny Shea, Tommy Chang, Justin Cho, David Kim, Adrian deLotz, Hong-Gill Cha, Sean Cho, David Ko, Jack Jekeon Cha, William ""Bigsleeps"" Stewart, Alice Wetterlund, Stacey Turner, Ben Schwartz, Danyella Angel, Alan Blumenfeld, Paola Botero, Thomas Cadrot, Steve Chang, David Diaan, Paul Herbert, Daniel Juhn, Nick Kaiser, Daeyoung Danny Kim, Crystal Lee, Won Hee Lee, Mercy Malick, Isaac Shr, Paniz Zade",0
358,358,530677,1818,2084,the judge,2014,David Dobkin,"Robert Downey Jr., Robert Duvall, Vera Farmiga, Billy Bob Thornton",the starving games,2013,"Jason Friedberg, Aaron Seltzer","Maiara Walsh, Brant Daugherty, Cody Christian, Ross Wyngaarden, Dean West, Diedrich Bader, Joseph Aviel, Lauren Bowles, Alexandria Deberry, Roberts, Jade, Christopher Matthew Cook, Chris Marroy, Juhahn Jones, Eric Buarque, Alice Ford, Theodus Crane, Beau Brasso, Jason Stanly, Taylor Ashley Murphy, Robert Steinberg, Jerrad Vunovich, Gene Williams, Trenton Rostedt, Kennedy Hermansen, Bryan McClure, Danny Cosmo, Gene Kevin Hames Jr., Shawn Carter Peterson, Aaron Jay Rome, Donna Hubbs, Kyle deKay, Erin Rementer, Sarah Reid Vinyard, Jordan Salloum, Katherine Jeanie Russell, Ian Casselberry, Emily D. Haley, Rhonda Laizer, Jesse Yarborough, Joshua Mueller, Eryn L. Davis, Michael Hartson, Jamie Johansson, Walker Anderson, Timmons Moore, John Wettermark, Daylon Micah Othello, Emily Jessie Thomas, Clint Michael Naquin, Chris Angerdina, Darren Drude, Wayne Xia, Nick Gomez",0
291,291,435130,380,1736,the endless,2017,"Justin Benson, Aaron Moorhead","Callie Hernandez, James Jordan, Emily Montague, Tate Ellington",the phenom,2016,Noah Buschel,"Johnny Simmons, Ethan Hawke, Paul Giamatti, Alison Elliott, Yul VÂ­Â§zquez, Paul Adelstein, Louisa Krause, Elizabeth Marvel, Marin Ireland, Sophie Kennedy Clark, John Ventimiglia, Frank Wood, Melissa LeEllen, Ruben Vidal, Emily Fleischer, Meg Gibson, Steven Marcus, Walter Hendrix, III, BreeAnna Marie, Dann Fink, Niesha Butler, Jacob Roberson, Billy James, Chameria Law, Joseph Geoffroy II, Michael Preziosi, Journey Smith, Ashlee Miller, Yoel Kanchelov, Aaron Judlowe, Evans Griffin, Tonya Baines, Valerie Martin, J.A. Geoffroy",0
57,57,83123,284,332,jurassic world,2015,Colin Trevorrow,"Chris Pratt, Bryce Dallas Howard, Ty Simpkins, Judy Greer",ordinary world,2016,Lee Kirk,"Billie Joe Armstrong, Selma Blair, Fred Armisen, Judy Greer, Chris Messina, Dallas Roberts, Kevin Corrigan, Brian Baumgartner, Madisyn Shipman, Mia Dillon, Lucas Papaelias, Rick Younger, Sean Gunn, Valentine Miele, Rebecca Naomi Jones, Ron Simons, Andrew Call, Joan Jett, Andy Grotelueschen, Don Guillory, Nancy Ticotin, Kevin Hoffman, Rufus Collins, Kresh Novakovic, Michael Devine, Mason Fleisher, Sandra Familia, Liam Sweeney, Eoghan Sweeney, Michelle Gunn",0
425,425,657608,257,2537,the maze runner,2014,Wes Ball,"Dylan O'Brien, Kaya Scodelario, Will Poulter, Thomas Brodie-Sangster",the martian,2015,Ridley Scott,"Matt Damon, Jessica Chastain, Kristen Wiig, Jeff Daniels, Michael PeÂ±a, Kate Mara, Sean Bean, Sebastian Stan, Aksel Hennie, Donald Glover, Mackenzie Davis, Chiwetel Ejiofor, Nick Mohammed, Shu Chen (II), Eddy Ko, Enzo Cilenti, Jonathan Aris, Gruffudd Glyn, Naomi Scott, Geoffrey Thomas, Benedict Wong, Narantsogt Tsogtsaikhan, Brian Caspe, Matt Devere, Szonja OroszlÂ¡n, Greg Decuir, Jr., Mark O'Neal, Peter Linka, Declan Hannigan, Peter Schueller, Waleska Latorre, Frederik Pleitgen, Nikolett Barabas, Karen Gagnon, Lili BordÂ¡n, Charlie Gardner, Nora Horich, Kamilla FÂ¡tyol, Xue Xuxing, Yang Liu, Richard B. Rifkin, Ben O'Brien, Balazas Medveczky, Scott Alexander Young, Yang Haiwen, Nicholas Wittman",0
321,321,475281,1159,1894,the duff,2015,Ari Sandel,"Mae Whitman, Bella Thorne, Robbie Amell, Allison Janney",the way way back,2013,"Jim Rash, Nat Faxon","Steve Carell, Toni Collette, Allison Janney, Liam James, Sam Rockwell, Zoe Levin, Maya Rudolph, Amanda Peet, AnnaSophia Robb, Rob Corddry",0
257,257,395830,2333,1565,last knights,2015,Kazuaki Kiriya,"Clive Owen, Morgan Freeman, Aksel Hennie, Payman Maadi",last knights,2015,Kazuaki Kiriya,"Clive Owen, Brian Caspe, Morgan Freeman, Cliff Curtis, Tsuyoshi Ihara, Shohreh Aghdashloo, Aksel Hennie, Daniel Adegboyega, Michael J. Lombardi, Dave Legeno, Val Lauren, Noah Silver, Peyman Moaadi, Si-hyeon Park, Giorgio Caputo, Ayelet Zurer, James Babson, Sung-kee Ahn, Rose Caton",1
376,376,569594,587,2234,bad moms,2016,"Jon Lucas, Scott Moore","Mila Kunis, Kathryn Hahn, Kristen Bell, Christina Applegate",bad words,2014,Jason Bateman,"Jason Bateman, Kathryn Hahn, Rohan Chand, Allison Janney, Ben Falcone, Rachael Harris, Philip Baker Hall, Judith Hoag, Beth Grant, Steve Witting, Gwen Parden, Anjul Nigam, Allan Miller, Bob Stephenson, Patricia Belcher, Matthew Zhang, Madison Hu, Michael Patrick McGill, Mychael Bates, Greg Cromer, Kimleigh Smith, Ethan Dizon, Emily Sarah Carlson, Jacquie Barnbrook, Mak Krikscuin, Sofia Nam, Lucky Davis, Terry Shusta, Connor Kalopsis, Amanda Anka, Tanner Goad, William M. Maltz, Gregory Sutton",0
455,455,678654,648,2621,the nice guys,2016,Shane Black,"Russell Crowe, Ryan Gosling, Angourie Rice, Matt Bomer",the mummy,2017,Alex Kurtzman,"Tom Cruise, Russell Crowe, Annabelle Wallis, Sofia Boutella, Jake Johnson (XVI), Courtney B. Vance, Marwan Kenzari, Simon Atherton, Sean Cameron Michael, Rez Kempton, Stephen Thompson, James Arama, Matthew Wilkas, Sohm Kapila, Erol Ismail, Selva Rasalingham, Shanina Shaik, Javier Botet, Hadrian Howard, Dylan Smith, Parker Sawyers, Neil Maskell, Rhona Croker, Andrew Brooke, Timothy Allsop, Grace Chilton, Hannah Ankrah",0
42,42,52590,1496,203,the boy,2016,William Brent Bell,"Lauren Cohan, Rupert Evans, James Russell, Jim Norton",the adderall diaries,2016,Pamela Romanowsky,"Ed Harris, Amber Heard, Cynthia Nixon, James Franco, Christian Slater, Wilmer Valderrama, Jim Parrack, TimothÃ©e Chalamet, Danny Flaherty, Tonya Glanz, Michael Cristofer, Raymond T. Williams, Meghan Mazurczyk, Jessica Leccia, Tamzin Brown, Casper Andreas, Rochelle Bostrom, Katrina E. Perkins, Jimmy Lee Gary Jr., Gabriela Fresquez, Laura Frost, Edward M. Kelahan, Julienne Hanzelka Kim, Alex Maizus, Giulia Cicciari, Chris J. Cullen, Jake Katzman, Marian Volk, Lori Burch, Noelle Cristiano, James Farley, Joel Quinones, Ky Soto, Sean Martin, Kevin Michael Kennedy, Eliana Fanders, Giuseppe Cicciari, Eva M. Gross, Gilberto Quinones, Bradley Growden",0
105,105,154060,686,593,the lobster,2015,Yorgos Lanthimos,"Colin Farrell, Rachel Weisz, Jessica Barden, Olivia Colman",the last impresario,2014,Gracie Otto,"Anna Wintour, John Cleese, Gracie Otto, Naomi Watts, Lorne Michaels, John Waters, Robert Shaye, Wallace Shawn, Jeremy Thomas, Brian Thomson, Peter Richardson, Jim Sharman, Greta Scacchi, Patricia Quinn, Joshua White, Colin Vaines, Rachel Ward, Alan Yentob, Robert Fox, Alan Finkelstein, Sabrina Guinness, Lyndall Hobbs, Lou Adler, Nell Campbell, Nigel Planer, Yoko Ono, Jean Pigozzi, Barry Humphries, Bill Oddie, Kate Moss, Richard O'Brien",0
388,388,585142,1592,2304,a walk among the tombstones,2014,Scott Frank,"Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook",a walk among the tombstones,2014,Scott Frank,"Liam Neeson, Dan Stevens (IV), David Harbour, Boyd Holbrook, Patrick F. McDade, Laura Birn, Luciano Acuna Jr., Hans Marrero, Adam David Thompson, Adam Thompson, Kim Rosen, Eric Nelsen, Jon Goracy, Razane Jammal, Stephanie Andujar, Al Nazemian, Sophia Frank, Susham Bedi, Purva Bedi, Novella Nelson, Marielle Heller, Astro, Frank DeJulio, Olafur Darri Olafsson, Mark Consuelos, Natia Dune, Genevieve Adams, Liana DeLaurent, Sebastian Roche, Danielle Rose Russell, David Anzuelo, Samuel Mercedes, Mike Figueroa, Mike Carlsen, Leon Addison Brown, Damion Omar Lee, Jeremie Harris, Jolly Abraham, Nina Polan, Briana Marin, Arthur Gerunda, Fabrizio Brienza, Dennis Funny, Whitney Able, Chinasa Ogbuagu, Louise G. ColÂ³n",1
473,473,721882,756,2768,the hobbit: the desolation of smaug,2013,Peter Jackson,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott",the hobbit: the desolation of smaug,2013,Peter Jackson,"Ian McKellen, Bret McKenzie, Martin Freeman, Richard Armitage, Benedict Cumberbatch, Andy Serkis, Evangeline Lilly, Cate Blanchett, Luke Evans, Orlando Bloom, Lee Pace, Elijah Wood, James Nesbitt, Manu Bennett, Ken Stott, Jed Brophy, Adam Brown, John Callen, Stephen Fry, Barry Humphries, Ryan Gage, Mark Hadlow, Peter Hambleton, Stephen Hunter, Aidan Turner, Graham McTavish, Dean O'Gorman, William Kircher, Ian Holm, Lawrence Makoare, Sylvester McCoy, Mikael Persbrandt, Peggy Nesbitt, Mary Nesbitt, Ben Mitchell, Stephen Ure, Craig Hall, Robin Kerr, Eli Kent, Simon London, Brian Sergent, Peter Vere-Jones, Peter Vere Jones, Mark Mitchinson, Kelly Kilgour, Sarah Peirse, Nick Blake, Dallas Barnett, Katie Jackson, Richard Whiteside, Greg Ellis, Ray Henwood, Tim Irwin Gordon, Jabez Olssen, Stephen Colbert, Evelyn McGee-Colbert, Peter Colbert, John Colbert, Norman Kali, Carter Nixon, Zane Weiner, Dane Allan Smith",1
273,273,410780,551,1632,the big short,2015,Adam McKay,"Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt",the gallows,2015,"Travis Cluff, Chris Lofing","Cassidy Gifford, Pfeifer Brown, Ryan Shoos, Reese Mishler, Alexis Schneider, Price T. Morgan, Mackie Burt, Travis Cluff, Melissa Bratton, ThÂ­‚Â©o Burkhardt, David Herrera, Gannon DelFierro, Adrian Salas, John Hales, Mark Hales, Shannon Wetzel, Caeleb Trace, Theo Stratigos, Paris Cluff, Jason James, Matt Benson, Kelly Davis, Ryan Wade, Trina Short, Ed Osuna, Shirley Hales, Jordan Hunter, Rebecca Dowty, Karen Kidder, Ed Nicolls, Daniel Short, Dave Kidder, Corey Costelloe, Derrik Carter, Nathan Healy, Jesse Cross, John Tanksly, Blake Taylor, Steven Hrdlicka, Jerris Ramirez, Terry Meyers, Kelley Yeager, Richie Mirlez, Burkelee Woods, Chris Akers, Jacob Burnett, Gabriela Duran, Milan Duran, Madison Ballew, Curt Barrow, Elaine Beckham, Alexa Benson, Jeff Smith, Brandon Cornejo, Brad Jacobson, Dorothy Snyder, Tom Milne, Paul Rutigliano, Reece Mishler",0
453,453,678442,2282,2621,amityville: the awakening,2017,Franck Khalfoun,"Jennifer Jason Leigh, Bella Thorne, Mckenna Grace, Cameron Monaghan",the mummy,2017,Alex Kurtzman,"Tom Cruise, Russell Crowe, Annabelle Wallis, Sofia Boutella, Jake Johnson (XVI), Courtney B. Vance, Marwan Kenzari, Simon Atherton, Sean Cameron Michael, Rez Kempton, Stephen Thompson, James Arama, Matthew Wilkas, Sohm Kapila, Erol Ismail, Selva Rasalingham, Shanina Shaik, Javier Botet, Hadrian Howard, Dylan Smith, Parker Sawyers, Neil Maskell, Rhona Croker, Andrew Brooke, Timothy Allsop, Grace Chilton, Hannah Ankrah",0
38,38,45847,1869,176,day of the dead: bloodline,2018,Hctor Hernndez Vicens,"Johnathon Schaech, Sophie Skelton, Marcus Vanco, Lillian Blankenship",day of the dead: bloodline,2018,"HÃ¨ctor HernÃ¡ndez Vicens, Pearry Reginald Teo","Sophie Skelton, Johnathon Schaech, Jeff Gum, Marcus Vanco, Mark Rhino Smith",1
389,389,588155,1402,2311,fist fight,2017,Richie Keen,"Ice Cube, Charlie Day, Tracy Morgan, Christina Hendricks",fist fight,2017,Richie Keen,"Ice Cube, Charlie Day, Tracy Morgan, Jillian Bell, Dean Norris, Christina Hendricks, Dennis Haysbert, JoAnna Garcia Swisher, Kumail Nanjiani, Charlie Carver, Max Carver, Austin Zajur, Alexa Nisenson",1
53,53,71656,394,287,the house,2017,Andrew Jay Cohen,"Will Ferrell, Amy Poehler, Ryan Simpkins, Jason Mantzoukas",the whole truth,2016,Courtney Hunt,"Keanu Reeves, RenÃ©e Zellweger, Gugu Mbatha-Raw, Gabriel Basso, Jim Belushi, Jim Klock, Ritchie Montgomery, Christopher Berry, Lara Grice, Nicole BarrÃ©, Kevin ""Lucky"" Johnson, Lyndsay Kimball, Jason Kirkpatrick, Sean Bridgers, Jackie Tuttle, Mattie Liptak, Ryan Grego, Thomas Francis Murphy, Dana Gourrier, Samantha Beaulieu, Wes Cannon, Jeff Grays, Barry Smith, Larry McGhee, Chauntrell Shelby, Mac Alsfeld, Genevieve Grogan, Maritta Viola Sattelmaier",0
420,420,648640,1773,2503,the visit,2015,M. Night Shyamalan,"Olivia DeJonge, Ed Oxenbould, Deanna Dunagan, Peter McRobbie",the vatican tapes,2015,Mark Neveldine,"Olivia Taylor Dudley, Michael PeÂ±a, Djimon Hounsou, Dougray Scott, John Patrick Amedori, Kathleen Robertson, Alex Sparrow, Cas Anvar, Peter Andersson, Sam Upton, Michael Halsey, Jarvis W. George, Michael ParÂ©, Alex Corrado, Montanna Gillis, Chance Lang, Chance Langton, Noemi Gonzalez, Allegra Lucchesi, Ashley Gibson, Scott Sheldon, Max D. Adams, Ann Reilly, Amie Dellavalle, Alison Lohman, Michael Gabriel, Natasha Wright",0
446,446,674828,1823,2606,the loft,2014,Erik Van Looy,"Karl Urban, James Marsden, Wentworth Miller, Eric Stonestreet",the finest hours,2016,Craig Gillespie,"Chris Pine, Casey Affleck, Ben Foster, Eric Bana, Josh Stewart, Holliday Grainger, John Ortiz, Kyle Gallner, Graham McTavish, Rachel Brosnahan, John Magaro, Michael Raymond-James, Ben Koldyke, Abraham Benrubi, Keiynan Lonsdale, Beau Knapp, Kristen Annese, Larry Eudene, Matthew Maher, London Hall, Patrick Walsh, Alexander Cook, Kate Jurdi, Karl Carlo Green, Ernest Anemone, John Gigliotti, Michael Steven Swanson, Jesse Gabbard, Joseph Oliveira, Steve Rasetta, Justin Blanchard, Kate Crowley, Roberto Lopez, Robert Glenn, Angela Hope Smith, Jay Street, Harley Harrison, Stew Replogle, Danny Connelly (II), George J. Vezina, Michael Marchand, Gene Harrison, David Riccio, Jr., David Riccio Jr., Nicholas Varga, Lance Norris, Bobby Kenney, Polly Pillsbury, Michael Maggiani, Trevor Dylan, Rachel Ramey, Savannah Rae Allen, Carl M. Reppucci, John Vincent Mason, Joseph E.G. Barrett, Doug McHugh, Joseph Aubrey II, Joseph Aubrey II, Thomas Brogan, Savanna Young-Norris, Savanna Young",0
128,128,183364,722,690,creed ii,2018,Steven Caple Jr.,"Tessa Thompson, Michael B. Jordan, Sylvester Stallone, Dolph Lundgren",assassin's creed,2016,Justin Kurzel,"Michael Fassbender, Marion Cotillard, Jeremy Irons, Brendan Gleeson, Charlotte Rampling, Michael Kenneth Williams, Denis MÃ©nochet, Ariane Labed, Khalid Abdalla, Carlos Bardem, Javier GutiÃ©rrez, Essie Davis, Mattias Padin Varela, Callum Turner, Hovik Keuchkerian, Crystal Clarke, Michelle H. Lin, Julio Jordan, Angus Brown, Kemaal Deen-Ellis, Aaron Monaghan, Thomas Camilleri, Marysia S. Peres, Jeff Mash, James Sobol Kelly, Gabriel Andreu, Yuric Allison, Joe Kennard, Gertrude Thoma, Juan Pablo Shuk",0
290,290,435106,327,1736,the magnificent seven,2016,Antoine Fuqua,"Denzel Washington, Chris Pratt, Ethan Hawke, Vincent D'Onofrio",the phenom,2016,Noah Buschel,"Johnny Simmons, Ethan Hawke, Paul Giamatti, Alison Elliott, Yul VÂ­Â§zquez, Paul Adelstein, Louisa Krause, Elizabeth Marvel, Marin Ireland, Sophie Kennedy Clark, John Ventimiglia, Frank Wood, Melissa LeEllen, Ruben Vidal, Emily Fleischer, Meg Gibson, Steven Marcus, Walter Hendrix, III, BreeAnna Marie, Dann Fink, Niesha Butler, Jacob Roberson, Billy James, Chameria Law, Joseph Geoffroy II, Michael Preziosi, Journey Smith, Ashlee Miller, Yoel Kanchelov, Aaron Judlowe, Evans Griffin, Tonya Baines, Valerie Martin, J.A. Geoffroy",0
28,28,37785,2252,147,mr. right,2015,Paco Cabezas,"Anna Kendrick, Sam Rockwell, Tim Roth, James Ransone",mr. right,2016,Paco Cabezas,"Anna Kendrick, Tim Roth, Sam Rockwell, Anson Mount, James Ransone, Michael Eklund, RZA, Katie Nehra, Jaiden Kaine, Douglas M. Griffin, Luis Da Silva Jr., Maria Elena Sanchez, Garrett Kruithof, Christopher Matthew Cook, Ross Gallo, Wendy McColm, Jimmy Gonzales, Kelly Connolly, Gigi Johnson, Jonathan Billions, Cooper Dodson, Alec Rayme, Sue Rock, Marcus M. Mauldin, Bradley Gallo, Joe Nin Williams, Sean Paul Braud, Eric VanArsdale, Andy Abele, Luke Sexton, Quinn Early, Trace Cheramie, Eric Stratemeier, Jay Caputo, Sam Medina",1
183,183,283247,2916,1097,deliver us from evil,2014,Scott Derrickson,"Eric Bana, Edgar Ramrez, Olivia Munn, Chris Coy",deliver us from evil,2014,Scott Derrickson,"Eric Bana, Edgar Ramirez, Olivia Munn, Sean Harris, Joel McHale, Chris Coy, Dorian Missick, Mike Houston, Lulu Wilson, Olivia Horton, Scott Johnsen, Daniel Sauli, Antoinette LaVecchia, Aidan Gemme, Jenna Gavigan, Skylar Toddings, Sebastian Lacause, Stephen Hamm, Sean Nelson, Mari-Ange Ramirez, Ben Horner, Tijuana Ricks, John Cariani, Robert Keiley, Blair Sams, Mark David Watson, Ben Livingston, Kevin Nagle, Oliver Wadsworth, Lolita Foster, Carmen Ortiz-Girdauskas, Victor Pagan, Carol Stanzione, Adam Kobylarz, Lauro Chartrand",1
370,370,553410,2535,2164,little evil,2017,Eli Craig,"Evangeline Lilly, Owen Atlas, Adam Scott, Marcus Terrell Smith",little evil,2017,Eli Craig,"Adam Scott, Evangeline Lilly, Bridget Everett, Clancy Brown, Owen Atlas, Sally Field, Tyler Labine, Carla Gallo, Kyle Bornheimer, Donald Faison, Chris D'Elia, Kim Evans, Hank Harris, Bradley Williams, Sasha Craig, Schuyler Whitesell, Schuyler White, Shannon Marie Watts, Debbie Scaletta, Violet Sostaric, Jami Kinton, David Gragg, Roger Conners, Christopher Mele, James Weir, Bryan Geary",1
163,163,242912,1160,954,captain underpants: the first epic movie,2017,David Soren,"Kevin Hart, Thomas Middleditch, Ed Helms, Nick Kroll",captain underpants: the first epic movie,2017,David Soren,"Kevin Hart, Ed Helms, Nick Kroll, Thomas Middleditch, Jordan Peele, Kristen Schaal, Dee Dee Rescher, Brian Posehn, David Soren, Mel Rodriguez, Tiffany Bennicke, Leslie David Baker, Sugar Lyn Beard, Lesley Nicol, Christopher Miller, Coco Soren",1
151,151,210140,1207,807,the brothers grimsby,2016,Louis Leterrier,"Sacha Baron Cohen, Mark Strong, Rebel Wilson, Freddie Crowder",the intern,2015,Nancy Meyers,"Anne Hathaway, Robert De Niro, Rene Russo, Adam DeVine, Andrew Rannells, Christina Scherer, Drena De Niro, Anders Holm, Nat Wolff, Linda Lavin, Zack Pearlman, Celia Weston, Jojo Kushner, Jason Orley, Steve Vinovich, C.J. Wilson, Mary Kay Place, Erin Mackey, Christina Brucato, Wallis Currie-Wood, Molly Bernard, Paulina Singer, Annie Funke, Christine Evangelista, Julee Cerda, Peter Vack, Nikki Granatell, Liza Binkley, Eshan Bay, Caitlin Kinnunen, Tristan Griffin, Sydney Morton, Brandon Tyler Harris, Elena Shaddow, Liz Holtan, Claire Saunders, G. Keith Alexander, Susie Feldman, Mark D. Sikes, Max Von Essen, George Merrick, Casey Benjamin, Ruby Motz, Emma Angstadt, Eliud Kauffman, Jenny Fellner, Sean Kleier, Elliot Villar, Tiffany Chen, Nikki M. James, Mayumi Miguel, JoAnna Powell, Dan Castiglione, Edie Cowan",0
244,244,377064,833,1481,the lego movie,2014,"Phil Lord, Christopher Miller","Chris Pratt, Will Ferrell, Elizabeth Banks, Will Arnett",the bfg,2016,Steven Spielberg,"Ruby Barnhill, Mark Rylance, Rebecca Hall, Penelope Wilton, Jemaine Clement, Olafur Darri Olafsson, Bill Hader, Adam Godley, Michael D. Adamthwaite, Rafe Spall, Daniel Bacon, Jonathan Holmes, Chris Gibbs, Paul Moniz de Sa, Marilyn Norry, Callum Seagram Airlie, Haig Sutherland, Shauna Hansen, Denise Jones, Gabrielle Rose, Anthony Ingram, Chris Shields, Matt Frewer, Geoffrey Wade, John Emmet Tracy, William Samples, Andy Thompson, Paul Stuart Barnhill, Paul Barnhill, Lucia Ryan, Julia Torrance, Julia Elizabeth Torrance, Cal Davis, Kyle Maloney, Michael McLeod, David Orr, Zachary Read, David Glover, Joshua Callagan, Todd Biffard",0
202,202,312838,1577,1250,the vault,2017,Dan Bush,"James Franco, Scott Haze, Taryn Manning, Francesca Eastwood",the vault,2017,Dan Bush,"James Franco, Taryn Manning, Francesca Eastwood, Scott Haze, Q'Orianka Kilcher, Jeff Gum, Clifton Collins Jr.",1
31,31,41447,2066,163,the walk,2015,Robert Zemeckis,"Joseph Gordon-Levitt, Charlotte Le Bon, Guillaume Baillargeon, milie Leclerc",the promise,2017,Terry George,"Oscar Isaac, Christian Bale, Charlotte Le Bon, Daniel GimÃ©nez Cacho, Shohreh Aghdashloo, Abel Folk, Andrew Tarbet, Angela Sarafyan, Armin Amiri, Marwan Kenzari, Igal Naor, Garen Boyajian, Kevork Malikyan, Numan Acar, Roman Mitichyan, Jean Reno, Tom Hollander, James Cromwell, Alicia Borrachero",0
32,32,41721,551,163,the big short,2015,Adam McKay,"Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt",the promise,2017,Terry George,"Oscar Isaac, Christian Bale, Charlotte Le Bon, Daniel GimÃ©nez Cacho, Shohreh Aghdashloo, Abel Folk, Andrew Tarbet, Angela Sarafyan, Armin Amiri, Marwan Kenzari, Igal Naor, Garen Boyajian, Kevork Malikyan, Numan Acar, Roman Mitichyan, Jean Reno, Tom Hollander, James Cromwell, Alicia Borrachero",0
