,_id,ltable_movie_no,rtable_movie_no,ltable_movie_name,ltable_movie_year,ltable_movie_director,ltable_movie_star,rtable_movie_name,rtable_movie_year,rtable_movie_director,rtable_movie_star
442,673649,2229,2604,the iceman,2012,Ariel Vromen,"Michael Shannon, Chris Evans, James Franco, Winona Ryder",beyond the lights,2014,Gina Prince-Bythewood,"Gugu Mbatha-Raw, Nate Parker, Minnie Driver, Danny Glover, Machine Gun Kelly, Darryl Stephens, Elaine Tan, Isaac Keys, Tyler Christopher, Benito Martinez, Aisha Hinds, India Jean-Jacques, Deidrie Henry, Estelle, Malieek Straughter, Brandon Wilson, Jordan Belfi, Greg Davis Jr, Sky Soleil, Hayley Marie Norman, Robert Locke, Laurie-Anne Gibson, Aml Ameen, Jesse  Woodrow, Onahoua Rodriguez, Wren T. Brown, Sean Anderson, Irving Whitlow, Wade Allain-Marcus, Ithamar Enriquez, Erika Ringor, Chris Barnes, Hector Bucio, Tom Wright, Tina D'Marco, Amy Johnson, Debra Lee Ortega, Roland Martin, Mark Ridley Thomas, Chaka Khan, Amare Stoudemire, Don Lemon, Gayle King, DeAndre Jordan, James Hardy, Ashley Hamilton, Brandee Evans, Christina Webber, Anisha Gibbs"
443,673925,2628,2604,the thinning,2016,Michael J. Gallagher,"Logan Paul, Peyton List, Lia Marie Johnson, Calum Worthy",beyond the lights,2014,Gina Prince-Bythewood,"Gugu Mbatha-Raw, Nate Parker, Minnie Driver, Danny Glover, Machine Gun Kelly, Darryl Stephens, Elaine Tan, Isaac Keys, Tyler Christopher, Benito Martinez, Aisha Hinds, India Jean-Jacques, Deidrie Henry, Estelle, Malieek Straughter, Brandon Wilson, Jordan Belfi, Greg Davis Jr, Sky Soleil, Hayley Marie Norman, Robert Locke, Laurie-Anne Gibson, Aml Ameen, Jesse  Woodrow, Onahoua Rodriguez, Wren T. Brown, Sean Anderson, Irving Whitlow, Wade Allain-Marcus, Ithamar Enriquez, Erika Ringor, Chris Barnes, Hector Bucio, Tom Wright, Tina D'Marco, Amy Johnson, Debra Lee Ortega, Roland Martin, Mark Ridley Thomas, Chaka Khan, Amare Stoudemire, Don Lemon, Gayle King, DeAndre Jordan, James Hardy, Ashley Hamilton, Brandee Evans, Christina Webber, Anisha Gibbs"
444,674276,418,2606,13 hours,2016,Michael Bay,"John Krasinski, Pablo Schreiber, James Badge Dale, David Denman",the finest hours,2016,Craig Gillespie,"Chris Pine, Casey Affleck, Ben Foster, Eric Bana, Josh Stewart, Holliday Grainger, John Ortiz, Kyle Gallner, Graham McTavish, Rachel Brosnahan, John Magaro, Michael Raymond-James, Ben Koldyke, Abraham Benrubi, Keiynan Lonsdale, Beau Knapp, Kristen Annese, Larry Eudene, Matthew Maher, London Hall, Patrick Walsh, Alexander Cook, Kate Jurdi, Karl Carlo Green, Ernest Anemone, John Gigliotti, Michael Steven Swanson, Jesse Gabbard, Joseph Oliveira, Steve Rasetta, Justin Blanchard, Kate Crowley, Roberto Lopez, Robert Glenn, Angela Hope Smith, Jay Street, Harley Harrison, Stew Replogle, Danny Connelly (II), George J. Vezina, Michael Marchand, Gene Harrison, David Riccio, Jr., David Riccio Jr., Nicholas Varga, Lance Norris, Bobby Kenney, Polly Pillsbury, Michael Maggiani, Trevor Dylan, Rachel Ramey, Savannah Rae Allen, Carl M. Reppucci, John Vincent Mason, Joseph E.G. Barrett, Doug McHugh, Joseph Aubrey II, Joseph Aubrey II, Thomas Brogan, Savanna Young-Norris, Savanna Young"
445,674633,1222,2606,the executioners,2017,Giorgio Serafini,"Natalie Burn, Jemma Dallender, Rachel Rosenstein, Justin Fischer",the finest hours,2016,Craig Gillespie,"Chris Pine, Casey Affleck, Ben Foster, Eric Bana, Josh Stewart, Holliday Grainger, John Ortiz, Kyle Gallner, Graham McTavish, Rachel Brosnahan, John Magaro, Michael Raymond-James, Ben Koldyke, Abraham Benrubi, Keiynan Lonsdale, Beau Knapp, Kristen Annese, Larry Eudene, Matthew Maher, London Hall, Patrick Walsh, Alexander Cook, Kate Jurdi, Karl Carlo Green, Ernest Anemone, John Gigliotti, Michael Steven Swanson, Jesse Gabbard, Joseph Oliveira, Steve Rasetta, Justin Blanchard, Kate Crowley, Roberto Lopez, Robert Glenn, Angela Hope Smith, Jay Street, Harley Harrison, Stew Replogle, Danny Connelly (II), George J. Vezina, Michael Marchand, Gene Harrison, David Riccio, Jr., David Riccio Jr., Nicholas Varga, Lance Norris, Bobby Kenney, Polly Pillsbury, Michael Maggiani, Trevor Dylan, Rachel Ramey, Savannah Rae Allen, Carl M. Reppucci, John Vincent Mason, Joseph E.G. Barrett, Doug McHugh, Joseph Aubrey II, Joseph Aubrey II, Thomas Brogan, Savanna Young-Norris, Savanna Young"
446,674828,1823,2606,the loft,2014,Erik Van Looy,"Karl Urban, James Marsden, Wentworth Miller, Eric Stonestreet",the finest hours,2016,Craig Gillespie,"Chris Pine, Casey Affleck, Ben Foster, Eric Bana, Josh Stewart, Holliday Grainger, John Ortiz, Kyle Gallner, Graham McTavish, Rachel Brosnahan, John Magaro, Michael Raymond-James, Ben Koldyke, Abraham Benrubi, Keiynan Lonsdale, Beau Knapp, Kristen Annese, Larry Eudene, Matthew Maher, London Hall, Patrick Walsh, Alexander Cook, Kate Jurdi, Karl Carlo Green, Ernest Anemone, John Gigliotti, Michael Steven Swanson, Jesse Gabbard, Joseph Oliveira, Steve Rasetta, Justin Blanchard, Kate Crowley, Roberto Lopez, Robert Glenn, Angela Hope Smith, Jay Street, Harley Harrison, Stew Replogle, Danny Connelly (II), George J. Vezina, Michael Marchand, Gene Harrison, David Riccio, Jr., David Riccio Jr., Nicholas Varga, Lance Norris, Bobby Kenney, Polly Pillsbury, Michael Maggiani, Trevor Dylan, Rachel Ramey, Savannah Rae Allen, Carl M. Reppucci, John Vincent Mason, Joseph E.G. Barrett, Doug McHugh, Joseph Aubrey II, Joseph Aubrey II, Thomas Brogan, Savanna Young-Norris, Savanna Young"
447,674918,2074,2609,the infiltrator,2016,Brad Furman,"Bryan Cranston, John Leguizamo, Diane Kruger, Amy Ryan",the prince,2014,Brian A. Miller,"Jason Patric, Bruce Willis, John Cusack, 50 Cent, Johnathon Schaech, Rain, Gia Mantegna, Jessica Lowndes, Jung Ji Ah-Hoon, Jung Ji-hoon, Tara Holt, Courtney Turk, Natalie Light, Don Harvey, Jaylen Moore, Tyler Olson, Tim Fields, Ginger McNamara, Ryan Sanson, Michelle Jones, Danielle Phelan, Jesse Pruett, Billy Culbertson, Jonathan Carkeek, Didi Costine"
448,674937,2070,2609,the frozen ground,2013,Scott Walker,"Nicolas Cage, Vanessa Hudgens, John Cusack, Dean Norris",the prince,2014,Brian A. Miller,"Jason Patric, Bruce Willis, John Cusack, 50 Cent, Johnathon Schaech, Rain, Gia Mantegna, Jessica Lowndes, Jung Ji Ah-Hoon, Jung Ji-hoon, Tara Holt, Courtney Turk, Natalie Light, Don Harvey, Jaylen Moore, Tyler Olson, Tim Fields, Ginger McNamara, Ryan Sanson, Michelle Jones, Danielle Phelan, Jesse Pruett, Billy Culbertson, Jonathan Carkeek, Didi Costine"
449,675713,1939,2609,the butler,2013,Lee Daniels,"Forest Whitaker, Oprah Winfrey, John Cusack, Jane Fonda",the prince,2014,Brian A. Miller,"Jason Patric, Bruce Willis, John Cusack, 50 Cent, Johnathon Schaech, Rain, Gia Mantegna, Jessica Lowndes, Jung Ji Ah-Hoon, Jung Ji-hoon, Tara Holt, Courtney Turk, Natalie Light, Don Harvey, Jaylen Moore, Tyler Olson, Tim Fields, Ginger McNamara, Ryan Sanson, Michelle Jones, Danielle Phelan, Jesse Pruett, Billy Culbertson, Jonathan Carkeek, Didi Costine"
450,675761,1926,2612,paterson,2016,Jim Jarmusch,"Adam Driver, Golshifteh Farahani, Nellie, Rizwan Manji",paterson,2016,Jim Jarmusch,"Adam Driver, Golshifteh Farahani, Barry Shabaka Henley, Chasten Harmon, William Jackson Harper, Brian McCarthy, Luis Da Silva Jr., Jared Gilman, Kara Hayward, Method Man, Sterling Jerins, Jaden Michael, Masatoshi Nagase, Nellie, Rizwan Manji, Dominic Liriano, Frank Harts, Johnnie Mae, Trevor Parham, Troy Parham, Kacey Cockett, Helen-Jean Arthur, Joan Kendall, Owen Asztalos, Jorge Vega, Sophia Muller"
451,677975,2586,2619,the purge: anarchy,2014,James DeMonaco,"Frank Grillo, Carmen Ejogo, Zach Gilford, Kiele Sanchez",the similars,2016,Isaac Ezban,"Gustavo Sanchez Parra, Cassandra Ciangherotti, Fernando Becerril, Humberto Busto, Carmen Beato, María Elena Olivares, María Elena Olivares, Catalina Salas, Santiago Torres, Alberto Estrella, Luis Alberti"
452,678374,2686,2621,the exception,2016,David Leveaux,"Lily James, Jai Courtney, Christopher Plummer, Los van Wijk",the mummy,2017,Alex Kurtzman,"Tom Cruise, Russell Crowe, Annabelle Wallis, Sofia Boutella, Jake Johnson (XVI), Courtney B. Vance, Marwan Kenzari, Simon Atherton, Sean Cameron Michael, Rez Kempton, Stephen Thompson, James Arama, Matthew Wilkas, Sohm Kapila, Erol Ismail, Selva Rasalingham, Shanina Shaik, Javier Botet, Hadrian Howard, Dylan Smith, Parker Sawyers, Neil Maskell, Rhona Croker, Andrew Brooke, Timothy Allsop, Grace Chilton, Hannah Ankrah"
453,678442,2282,2621,amityville: the awakening,2017,Franck Khalfoun,"Jennifer Jason Leigh, Bella Thorne, Mckenna Grace, Cameron Monaghan",the mummy,2017,Alex Kurtzman,"Tom Cruise, Russell Crowe, Annabelle Wallis, Sofia Boutella, Jake Johnson (XVI), Courtney B. Vance, Marwan Kenzari, Simon Atherton, Sean Cameron Michael, Rez Kempton, Stephen Thompson, James Arama, Matthew Wilkas, Sohm Kapila, Erol Ismail, Selva Rasalingham, Shanina Shaik, Javier Botet, Hadrian Howard, Dylan Smith, Parker Sawyers, Neil Maskell, Rhona Croker, Andrew Brooke, Timothy Allsop, Grace Chilton, Hannah Ankrah"
454,678462,252,2621,the mummy,2017,Alex Kurtzman,"Tom Cruise, Sofia Boutella, Annabelle Wallis, Russell Crowe",the mummy,2017,Alex Kurtzman,"Tom Cruise, Russell Crowe, Annabelle Wallis, Sofia Boutella, Jake Johnson (XVI), Courtney B. Vance, Marwan Kenzari, Simon Atherton, Sean Cameron Michael, Rez Kempton, Stephen Thompson, James Arama, Matthew Wilkas, Sohm Kapila, Erol Ismail, Selva Rasalingham, Shanina Shaik, Javier Botet, Hadrian Howard, Dylan Smith, Parker Sawyers, Neil Maskell, Rhona Croker, Andrew Brooke, Timothy Allsop, Grace Chilton, Hannah Ankrah"
455,678654,648,2621,the nice guys,2016,Shane Black,"Russell Crowe, Ryan Gosling, Angourie Rice, Matt Bomer",the mummy,2017,Alex Kurtzman,"Tom Cruise, Russell Crowe, Annabelle Wallis, Sofia Boutella, Jake Johnson (XVI), Courtney B. Vance, Marwan Kenzari, Simon Atherton, Sean Cameron Michael, Rez Kempton, Stephen Thompson, James Arama, Matthew Wilkas, Sohm Kapila, Erol Ismail, Selva Rasalingham, Shanina Shaik, Javier Botet, Hadrian Howard, Dylan Smith, Parker Sawyers, Neil Maskell, Rhona Croker, Andrew Brooke, Timothy Allsop, Grace Chilton, Hannah Ankrah"
456,678795,2224,2621,the current war,2017,Alfonso Gomez-Rejon,"Tom Holland, Katherine Waterston, Benedict Cumberbatch, Michael Shannon",the mummy,2017,Alex Kurtzman,"Tom Cruise, Russell Crowe, Annabelle Wallis, Sofia Boutella, Jake Johnson (XVI), Courtney B. Vance, Marwan Kenzari, Simon Atherton, Sean Cameron Michael, Rez Kempton, Stephen Thompson, James Arama, Matthew Wilkas, Sohm Kapila, Erol Ismail, Selva Rasalingham, Shanina Shaik, Javier Botet, Hadrian Howard, Dylan Smith, Parker Sawyers, Neil Maskell, Rhona Croker, Andrew Brooke, Timothy Allsop, Grace Chilton, Hannah Ankrah"
457,683005,2229,2629,the iceman,2012,Ariel Vromen,"Michael Shannon, Chris Evans, James Franco, Winona Ryder",the anonymous people,2014,Greg D. Williams,"Michael Askew, Tara Conner, Roxanne Kibben, Phil Valentine, Chris Herren, William Cope Moyers, Johnny Allem, Kristen Johnston, Danielle Tarino, Susan Broderick, Stacia Murphy, Nell Hurley, Tom Hedrick, Carol McDaid, Tom Hill, Bill White, Maetta Broadus, Jim Ramstad, Neil Kaltenecker, Don Fertman, Dan Griffin, Laura Elliott-Engel"
458,686567,1007,2637,the babadook,2014,Jennifer Kent,"Essie Davis, Noah Wiseman, Daniel Henshall, Hayley McElhinney",around the block,2014,Sarah Spillane,"Christina Ricci, Hunter Page-Lochard, Jack Thompson, Damian Walshe-Howling, Ruby Rose, Matt Nable, Mark Coles Smith, Daniel Henshall, Aaron McGrath, Amanda Wiltshire, Andrea Demetriades, Anthony Gee, Ash Ricardo, Billy McPherson, Bradan Pittman, Corey Carr, Damion Hunter, Elias Rees, Guy Simon, Jeremiah Pesa, Josh Quong Tart, Justin Smith, Lillian Crombie, Madeleine Madden, Marcello Fabrizi, Mark Brady, Nicholas Cassim, Niki Owen, Piper Morrissey, Rhiannon Myee, Sam Lyndon, Shai Pittman, Simone Armstrong, Sophie Gregg, Travis Cardona, Trevor Jamieson, Tyrus Shay, Ursula Yovich, Urshula Yovich, Yure Covich"
459,687500,1159,2641,the duff,2015,Ari Sandel,"Mae Whitman, Bella Thorne, Robbie Amell, Allison Janney",the pirate fairy,2014,Peggy Holmes,"Christina Hendricks, Tom Hiddleston, Mae Whitman, Angela Bartys, Raven-Symoné, Megan Hilty, Lucy Liu, Anjelica Huston, Pamela Adlon, Ron Yuan"
460,688362,1112,2642,the autopsy of jane doe,2016,Andr vredal,"Brian Cox, Emile Hirsch, Ophelia Lovibond, Michael McElhatton",the theory of everything,2014,James Marsh,"Eddie Redmayne, Felicity Jones, Emily Watson, Charlie Cox, David Thewlis, Simon McBurney, Maxine Peake, Harry Lloyd, Alice Orr-Ewing, Thomas Morrison, Michael Marcus, Gruffudd Glyn, Paul Longley, Guy Oliver-Watts, Lucy Chappell, Charlotte Hope, Abigail Cruttenden, Nicholas Gerard, Brett Brown, Anthony Skrimshire, Christian McKay, Adam Godley, Nicola Sloane, Lottie Hamilton, Enzo Cilenti, Rufus Taylor, Delilah Sexton, Eileen Davies, Simon Chandler, Georg Nikoloff, Oliver Payne, Raffiella Chapman, Sam Houston, Victoria Emslie, Frank Leboeuf, Will Barton"
461,694344,2070,2660,the frozen ground,2013,Scott Walker,"Nicolas Cage, Vanessa Hudgens, John Cusack, Dean Norris",the counselor,2013,Ridley Scott,"Michael Fassbender, Penelope Cruz, Cameron Diaz, Javier Bardem, Brad Pitt, Dean Norris, John Leguizamo, Natalie Dormer, Goran Visnjic, César Aguirre, Daniel Holguin, Christopher Obi, Bruno Ganz, Paris Jefferson, Dar Dash, Richard Cabral, Rosie Perez, Alex Hafner, Andrea Deck, Sam Spruell, Toby Kebbell, Emma Rigby, Edgar Ramirez, Eben Young, Richard Brake, Barbara Durkin, Giannina Facio, Velibor Topic, Jose Juan Rodriguez, Alexander Biggie, Pablo Paredes, Cavassa Ventura, Frank Spano, Alejandro Marzal, Gerard Monaco, Fernando Cayo, Carlos Julio Molina, Ruben Blades, Donna Air, Marco Tulio Luna Ramirez, Lida Cardona, Roger Dalmases, Julien Vialon"
462,694476,2356,2660,attack the block,2011,Joe Cornish,"John Boyega, Jodie Whittaker, Alex Esmail, Leeon Jones",the counselor,2013,Ridley Scott,"Michael Fassbender, Penelope Cruz, Cameron Diaz, Javier Bardem, Brad Pitt, Dean Norris, John Leguizamo, Natalie Dormer, Goran Visnjic, César Aguirre, Daniel Holguin, Christopher Obi, Bruno Ganz, Paris Jefferson, Dar Dash, Richard Cabral, Rosie Perez, Alex Hafner, Andrea Deck, Sam Spruell, Toby Kebbell, Emma Rigby, Edgar Ramirez, Eben Young, Richard Brake, Barbara Durkin, Giannina Facio, Velibor Topic, Jose Juan Rodriguez, Alexander Biggie, Pablo Paredes, Cavassa Ventura, Frank Spano, Alejandro Marzal, Gerard Monaco, Fernando Cayo, Carlos Julio Molina, Ruben Blades, Donna Air, Marco Tulio Luna Ramirez, Lida Cardona, Roger Dalmases, Julien Vialon"
463,694823,1037,2660,the other woman,2014,Nick Cassavetes,"Cameron Diaz, Leslie Mann, Kate Upton, Nikolaj Coster-Waldau",the counselor,2013,Ridley Scott,"Michael Fassbender, Penelope Cruz, Cameron Diaz, Javier Bardem, Brad Pitt, Dean Norris, John Leguizamo, Natalie Dormer, Goran Visnjic, César Aguirre, Daniel Holguin, Christopher Obi, Bruno Ganz, Paris Jefferson, Dar Dash, Richard Cabral, Rosie Perez, Alex Hafner, Andrea Deck, Sam Spruell, Toby Kebbell, Emma Rigby, Edgar Ramirez, Eben Young, Richard Brake, Barbara Durkin, Giannina Facio, Velibor Topic, Jose Juan Rodriguez, Alexander Biggie, Pablo Paredes, Cavassa Ventura, Frank Spano, Alejandro Marzal, Gerard Monaco, Fernando Cayo, Carlos Julio Molina, Ruben Blades, Donna Air, Marco Tulio Luna Ramirez, Lida Cardona, Roger Dalmases, Julien Vialon"
464,695089,1849,2660,by the sea,2015,Angelina Jolie,"Brad Pitt, Angelina Jolie, Mlanie Laurent, Melvil Poupaud",the counselor,2013,Ridley Scott,"Michael Fassbender, Penelope Cruz, Cameron Diaz, Javier Bardem, Brad Pitt, Dean Norris, John Leguizamo, Natalie Dormer, Goran Visnjic, César Aguirre, Daniel Holguin, Christopher Obi, Bruno Ganz, Paris Jefferson, Dar Dash, Richard Cabral, Rosie Perez, Alex Hafner, Andrea Deck, Sam Spruell, Toby Kebbell, Emma Rigby, Edgar Ramirez, Eben Young, Richard Brake, Barbara Durkin, Giannina Facio, Velibor Topic, Jose Juan Rodriguez, Alexander Biggie, Pablo Paredes, Cavassa Ventura, Frank Spano, Alejandro Marzal, Gerard Monaco, Fernando Cayo, Carlos Julio Molina, Ruben Blades, Donna Air, Marco Tulio Luna Ramirez, Lida Cardona, Roger Dalmases, Julien Vialon"
465,695363,102,2665,transformers: the last knight,2017,Michael Bay,"Mark Wahlberg, Anthony Hopkins, Josh Duhamel, Laura Haddock",transformers: the last knight,2017,Michael Bay,"Mark Wahlberg, Anthony Hopkins, Josh Duhamel, Laura Haddock, Isabela Moner, Tyrese Gibson, Stanley Tucci, John Turturro, Peter Cullen, John Goodman, Ken Watanabe"
466,701459,1050,2695,foxcatcher,2014,Bennett Miller,"Steve Carell, Channing Tatum, Mark Ruffalo, Vanessa Redgrave",foxcatcher,2014,Bennett Miller,"Steve Carell, Channing Tatum, Mark Ruffalo, Sienna Miller, Vanessa Redgrave, Anthony Michael Hall, Guy Boyd, Brett Rice, Dave Bennett, Jackson Frazer, Samara Lee, Francis J. Murphy III, Jane Mowder, Lee Perkins, Robert Haramia, Daniel Hilt, Bryan Cook, David Zabriskie, Zach Rey, Reece Humphrey, J.D. Bergman, Corey Jantzen, Frederick Feeney, Mark Schultz, Kemp Lee, Jake Herbert, Donald Modrick, Gabrielle B. Burton, Kevin Cooke, Richard E. Chapla Jr., Bill Ehrin, Roger Callard, Dan Anders, Barry Vlanich, Sam Brehm, Stan Dziedzic, David Miller, Bruce Baumgartner, Joey Russo, Ken Williams, Gene Mills, John C. Baxter, Rick Steigerwald, Mark Snider, Jazz Securo, Alan Oppenheimer, Corey Walker"
467,701753,2654,2696,the front runner,2018,Jason Reitman,"Hugh Jackman, Vera Farmiga, Courtney Ford, J.K. Simmons",the snowman,2017,Tomas Alfredson,"Michael Fassbender, Rebecca Ferguson, Charlotte Gainsbourg, Val Kilmer, J.K. Simmons, Chloë Sevigny, Sofia Helin, Toby Jones, James D'Arcy, David Dencik, Jamie Clayton, Silvia Busuioc, Jakob Oftebro, Ronan Vibert"
468,703102,1912,2699,the host,2013,Andrew Niccol,"Saoirse Ronan, Max Irons, Jake Abel, Diane Kruger",against the sun,2015,"Brian Falk, Brian Peter Falk","Garret Dillahunt, Tom Felton, Jake Abel, Nadia Parra"
469,704823,2186,2705,the best offer,2013,Giuseppe Tornatore,"Geoffrey Rush, Jim Sturgess, Sylvia Hoeks, Donald Sutherland",the calling,2014,Jason Stone,"Susan Sarandon, Topher Grace, Gil Bellows, Ellen Burstyn, Donald Sutherland, Christopher Heyerdahl, Amanda Brugel, Kristin Booth, Katy Breier, Jane Moffat, Ella Ballentine, Paulino Nunes, Jonathan Watton, Kevin Parent, Janine Parkinson"
470,713478,820,2737,need for speed,2014,Scott Waugh,"Aaron Paul, Dominic Cooper, Imogen Poots, Kid Cudi",need for speed,2014,Scott Waugh,"Aaron Paul, Imogen Poots, Dominic Cooper, Ramon Rodríguez, Rami Malek, Harrison Gilbertson, Dakota Johnson, Michael Keaton, Stevie Ray Dallimore, Alan Pflueger, Brian L. Keaulana, Logan Holladay, Scott ""Kid Cudi"" Mescudi, Carmela Zumbado, Jalil Lynch, Nick Chinlund, Chad Randall, Buddy Joe Hooker, Richard Lee Rutherford, Tony Brakohiapa, Brent Fletcher, Paul Dallenbach, Kanin J. Howell, Beth Weisenburger, E. Roger Mitchell, Antoni Corone, Frank Brennan, Tara Jones, Han Soto, Jill Jane Clements, Rick Shuster, John Gatins, Kerry Gatins, Adora Dei, Charles Black, Tierre Turner, Mike Smith, Tim Gilbert, Tommy Rosales Jr., Jacki Hill, Chloe Warren, Chelsea Small"
471,715507,376,2746,maze runner: the scorch trials,2015,Wes Ball,"Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster, Giancarlo Esposito",maze runner: the scorch trials,2015,Wes Ball,"Dylan O'Brien (II), Thomas Sangster, Kaya Scodelario, Aidan Gillen, Aiden Gillen, Ki Hong Lee, Giancarlo Esposito, Barry Pepper, Lili Taylor, Patricia Clarkson, Dexter Darden, Alexander Flores, Jacob Lofland, Rosa Salazar, Terry Dale Parks, Kathryn Smith-McGlynn, J. Nathan Simmons, Matthew T. Metzler, Alan Tudyk, Jenny Gabrielle, David House, Lora Martinez Cunningham, Luke Gallegos, Shawn Prince, Jeremy Becerra, Matthew Page, Alex Knight, Marc Comstock, Brandon Hampton, John Trejo, Tatanka Means, Katherine McNamara, Ryan Jason Cook, James Burnett, Morse Bicknell, Pete Anthony"
472,721092,977,2764,the ridiculous 6,2015,Frank Coraci,"Adam Sandler, Terry Crews, Jorge Garcia, Taylor Lautner",the forest,2016,Jason Zada,"Natalie Dormer, Taylor Kinney, Yukiyoshi Ozawa, Eoin Macken, Noriko Sakura, Yûho Yamashita, Osamu Tanpopo, Stephanie Vogt, Rina Takasaki, Tanpopo Osamu, Yasuo Tobishima, Ibuki Kaneda, Akiko Iwase, Kikuo Ichikawa, Yûho Yamashita, Yozef Aoki, Gen Seto, Terry Diab, Nada Mazalica, Lidija Antonic, Takako Akashi, Yuriri Naka, Nemanja Naumoski, Tales Yamomoto, Meg Kubota, Mieko Wertheim, Carni Djeric, Carni Deric, Yoshio Hasegawa, Bear McCreary"
473,721882,756,2768,the hobbit: the desolation of smaug,2013,Peter Jackson,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott",the hobbit: the desolation of smaug,2013,Peter Jackson,"Ian McKellen, Bret McKenzie, Martin Freeman, Richard Armitage, Benedict Cumberbatch, Andy Serkis, Evangeline Lilly, Cate Blanchett, Luke Evans, Orlando Bloom, Lee Pace, Elijah Wood, James Nesbitt, Manu Bennett, Ken Stott, Jed Brophy, Adam Brown, John Callen, Stephen Fry, Barry Humphries, Ryan Gage, Mark Hadlow, Peter Hambleton, Stephen Hunter, Aidan Turner, Graham McTavish, Dean O'Gorman, William Kircher, Ian Holm, Lawrence Makoare, Sylvester McCoy, Mikael Persbrandt, Peggy Nesbitt, Mary Nesbitt, Ben Mitchell, Stephen Ure, Craig Hall, Robin Kerr, Eli Kent, Simon London, Brian Sergent, Peter Vere-Jones, Peter Vere Jones, Mark Mitchinson, Kelly Kilgour, Sarah Peirse, Nick Blake, Dallas Barnett, Katie Jackson, Richard Whiteside, Greg Ellis, Ray Henwood, Tim Irwin Gordon, Jabez Olssen, Stephen Colbert, Evelyn McGee-Colbert, Peter Colbert, John Colbert, Norman Kali, Carter Nixon, Zane Weiner, Dane Allan Smith"
474,722543,306,2770,the revenant,2015,Alejandro G. Irritu,"Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson",the drop,2014,Michaël R. Roskam,"Tom Hardy, Noomi Rapace, Matthias Schoenaerts, James Gandolfini, Michael Esper, Mike Houston, Morgan Spector, Chris Sullivan (XII), John Ortiz, Ann Dowd, James Frecheville, Elizabeth Rodriguez, Michael Aronov, Ross Bickell, Tobias Segal, Patricia Squire, Lucas Caleb Rooney, Jeremy Bobb, James Colby, Michael J. O'Hara, Scott Johnsen, Dave Brown, Jessica Tate, John Di Benedetto, Robert Turano, Erin Darke, Khan Baykal, Jack Dimich, Danny McCarthy, Cathy Trien"
475,722868,990,2770,the founder,2016,John Lee Hancock,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini",the drop,2014,Michaël R. Roskam,"Tom Hardy, Noomi Rapace, Matthias Schoenaerts, James Gandolfini, Michael Esper, Mike Houston, Morgan Spector, Chris Sullivan (XII), John Ortiz, Ann Dowd, James Frecheville, Elizabeth Rodriguez, Michael Aronov, Ross Bickell, Tobias Segal, Patricia Squire, Lucas Caleb Rooney, Jeremy Bobb, James Colby, Michael J. O'Hara, Scott Johnsen, Dave Brown, Jessica Tate, John Di Benedetto, Robert Turano, Erin Darke, Khan Baykal, Jack Dimich, Danny McCarthy, Cathy Trien"
476,723096,1680,2770,the first time,2012,Jon Kasdan,"Dylan O'Brien, Britt Robertson, Victoria Justice, James Frecheville",the drop,2014,Michaël R. Roskam,"Tom Hardy, Noomi Rapace, Matthias Schoenaerts, James Gandolfini, Michael Esper, Mike Houston, Morgan Spector, Chris Sullivan (XII), John Ortiz, Ann Dowd, James Frecheville, Elizabeth Rodriguez, Michael Aronov, Ross Bickell, Tobias Segal, Patricia Squire, Lucas Caleb Rooney, Jeremy Bobb, James Colby, Michael J. O'Hara, Scott Johnsen, Dave Brown, Jessica Tate, John Di Benedetto, Robert Turano, Erin Darke, Khan Baykal, Jack Dimich, Danny McCarthy, Cathy Trien"
477,723135,1802,2770,the bourne legacy,2012,Tony Gilroy,"Jeremy Renner, Rachel Weisz, Edward Norton, Scott Glenn",the drop,2014,Michaël R. Roskam,"Tom Hardy, Noomi Rapace, Matthias Schoenaerts, James Gandolfini, Michael Esper, Mike Houston, Morgan Spector, Chris Sullivan (XII), John Ortiz, Ann Dowd, James Frecheville, Elizabeth Rodriguez, Michael Aronov, Ross Bickell, Tobias Segal, Patricia Squire, Lucas Caleb Rooney, Jeremy Bobb, James Colby, Michael J. O'Hara, Scott Johnsen, Dave Brown, Jessica Tate, John Di Benedetto, Robert Turano, Erin Darke, Khan Baykal, Jack Dimich, Danny McCarthy, Cathy Trien"
