,Unnamed: 0,_id,ltable_movie_no,rtable_movie_no,ltable_movie_name,ltable_movie_year,ltable_movie_director,ltable_movie_star,rtable_movie_name,rtable_movie_year,rtable_movie_director,rtable_movie_star,label
395,395,605901,2519,2368,the five-year engagement,2012,Nicholas Stoller,"Jason Segel, Emily Blunt, Chris Pratt, Alison Brie",the gambler,2014,Rupert Wyatt,"Mark Wahlberg, Brie Larson, Jessica Lange, John Goodman, Emory Cohen, Sonya Walger, Richard Schiff, Anthony Kelley, George Kennedy, Griffin Cleveland, Omar Leyva, Steve Park, Michael Kenneth Williams, Chil Kong, Davone McDonald, Amin Joseph, Cjon Saulsberry, Teebone Mitchell, Alvin Ing, Karen Ritchie, Tina Wang, Josiah Blount, Shakira Ja'nai Paye, Melanie McComb, Andre Braugher, Domenick Lombardozzi, Chanon Finley, Raquel Pomplun, Mattie Hawkinson, Lauren Weedman, James Wellington, Carlos L. Smith, Steven Fisher, Henry Penzi, Steve Kim, Simon Rhee, Leland Orser, Todd Tetreault, Trevor Denman, Jessika Van, Mike Rylander, Marques Johnson, Mark Schotz, Michael Fisher, Kent Avenido, Brian Woods, Marc Abbink, Stephen Woo, Rio Ahn, Cham, Greg Duncan, Jason Her, Kelly Bacon, Rex Hindrichs, William Patrick Brown, Jahmilla Jackson, Sarunas Jackson, Case Lawyer, Stephen Choi, Eddie Martinez, Christian Taylor, Scott Cordts, Daniel Mitchell, Lawannah Ann Curry, Denise J. Saucedo, Monda Scott, Norman Towns, Nicki Dion, Micah Taylor West, Jennifer Floyd, Moses Yim, Jonathan Gatz, Alex Gregory, Dawayne Jordan, Anita Liao, Airrese Marie, Hanna Messick, TJ Nibbio, Christopher Brian Nicoletti, Rebecca Lee Robertson, Justin Ryan, Iain Sandison, Joseph Steven, Eric Bryan Stone, Steven J. Wong, Jen Yim, Teazz Yung",0
6,6,6537,833,17,the lego movie,2014,"Phil Lord, Christopher Miller","Chris Pratt, Will Ferrell, Elizabeth Banks, Will Arnett",the revenant,2015,Alejandro González Iñárritu,"Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter, Forrest Goodluck, Paul Anderson (XVIII), Lukas Haas, Melaw Nakehk'o, Brad Carter, Brendan Fletcher, Kristoffer Joner, Grace Dove Syme, Kory Grim, Dave Burchill, Christopher Rosamund, Robert Moloney, Vincent Leclerc, Joshua Burge, Christopher Rosamond, Chris Ippolito, Mark Krysko, McCaleb Burnett, Duane Howard, Fabrice Adde, Arthur Redcloud, Tyson Wood, Stephane Legault, Amelia Crow Shoe, Emmanuel Bilodeau, Peter Strand Rumple, Cole Vandale, Tom Guiry, Scott Olynek, Jamie Medicine Crane, Timothy Lyle, Chesley Wilson, Veronica Marlowe, Clarence Hoof, Adrian McMorran, Alexandre Bisping, Dion Little Child, C. Adam Leigh, Blake Wildcat, Paul Young Pine, Javiar Lopez, Cody Big Tobacco, Haysam Kadri, Dallas Young Pine, Anthony Starlight, Michael Fraser, Scott Duncan, Mariah Old Shoes, Isaiah Tootoosis, Jeffrey Olynek, Kevin Corey, Daniel Rampanen, Jordan Crawford",0
444,444,674276,418,2606,13 hours,2016,Michael Bay,"John Krasinski, Pablo Schreiber, James Badge Dale, David Denman",the finest hours,2016,Craig Gillespie,"Chris Pine, Casey Affleck, Ben Foster, Eric Bana, Josh Stewart, Holliday Grainger, John Ortiz, Kyle Gallner, Graham McTavish, Rachel Brosnahan, John Magaro, Michael Raymond-James, Ben Koldyke, Abraham Benrubi, Keiynan Lonsdale, Beau Knapp, Kristen Annese, Larry Eudene, Matthew Maher, London Hall, Patrick Walsh, Alexander Cook, Kate Jurdi, Karl Carlo Green, Ernest Anemone, John Gigliotti, Michael Steven Swanson, Jesse Gabbard, Joseph Oliveira, Steve Rasetta, Justin Blanchard, Kate Crowley, Roberto Lopez, Robert Glenn, Angela Hope Smith, Jay Street, Harley Harrison, Stew Replogle, Danny Connelly (II), George J. Vezina, Michael Marchand, Gene Harrison, David Riccio, Jr., David Riccio Jr., Nicholas Varga, Lance Norris, Bobby Kenney, Polly Pillsbury, Michael Maggiani, Trevor Dylan, Rachel Ramey, Savannah Rae Allen, Carl M. Reppucci, John Vincent Mason, Joseph E.G. Barrett, Doug McHugh, Joseph Aubrey II, Joseph Aubrey II, Thomas Brogan, Savanna Young-Norris, Savanna Young",0
477,477,723135,1802,2770,the bourne legacy,2012,Tony Gilroy,"Jeremy Renner, Rachel Weisz, Edward Norton, Scott Glenn",the drop,2014,Michaël R. Roskam,"Tom Hardy, Noomi Rapace, Matthias Schoenaerts, James Gandolfini, Michael Esper, Mike Houston, Morgan Spector, Chris Sullivan (XII), John Ortiz, Ann Dowd, James Frecheville, Elizabeth Rodriguez, Michael Aronov, Ross Bickell, Tobias Segal, Patricia Squire, Lucas Caleb Rooney, Jeremy Bobb, James Colby, Michael J. O'Hara, Scott Johnsen, Dave Brown, Jessica Tate, John Di Benedetto, Robert Turano, Erin Darke, Khan Baykal, Jack Dimich, Danny McCarthy, Cathy Trien",0
194,194,302593,878,1182,dracula untold,2014,Gary Shore,"Luke Evans, Dominic Cooper, Sarah Gadon, Art Parkinson",dracula untold,2014,"Gary Shore , Gary Shore","Luke Evans, Sarah Gadon, Dominic Cooper, Diarmaid Murtagh, Art Parkinson, Charles Dance, Paul Kaye, William Houston, Noah Huntley, Ronan Vibert, Zach McGowan, Ferdinand Kingsley, Joseph Long, Thor Kristjansson, Jakub Gierszal, Joe Benjamin, Paul Bullion, Mish Boyko, Dilan Gwyn, Arkie Reece, Phil Zimmerman, Dominic Borrelli, Tom Benedict Knight, Paul Casar, Stavros Demetraki, Ruth Baxter, Rachel Kennedy, Louise Parker, Glen Barry, Shane McCaffrey, Gary Whelan, Guillaume Meliot, Jason Coalter, Colan Currin, John Friel, Andrew Laverty, Matthew Akerfeldt, Chris Cherry, Eugene Furphy, Graham Hutton, Chris Keenan, Don Gordon Bell, Graham Cave, Norman Coates, Xander Duffy, Ann Louise Bresnaham, Charlene Gleeson, Ann O'Connor, Gretta Shore, Hunter Boland, Maria Laird, Aodhan McGowan",1
401,401,615171,2952,2398,the guest,2014,Adam Wingard,"Dan Stevens, Sheila Kelley, Maika Monroe, Joel David Moore",the absent one,2016,Mikkel Norgaard,"Nikolaj Lie Kaas, Fares Fares, Søren Pilmark, Pilou Asbæk, David Dencik, Danica Curcic, Johanne Louise Schmidt, Sarah-Sofie Boussnina, Marco Ilso, Beate Bille, Peter Christoffersen, Michael Brostrup, Morten Kirkskov, Phillip Stilling, Adam Ild Rohweder, Anton Honik, Kristian Hogh Jeppesen, Katrine Greis-Rosenthal, Hans Henrik Voetmann, Hans Henrik Clemensen, Dan Zahle, Henning Valin Jakobsen, Diana Axelsen, Zeev Sevik Perl, Kasper Lofvall Stensbirk",0
301,301,441313,1886,1767,the discovery,2017,Charlie McDowell,"Robert Redford, Mary Steenburgen, Brian McCarthy, Jason Segel",the brothers grimsby,2016,Louis Leterrier,"Sacha Baron Cohen, Mark Strong (II), Isla Fisher, Penelope Cruz, Rebel Wilson, Annabelle Wallis, Ian McShane, Gabourey Sidibe, Scott Adkins, David Harewood, Sam Hazeldine, Freddie Crowder, Jon-Jon Lockwood, Shaun Thomas, Claudia Adshead, Lex Shrapnel, David James, Rory Keenan, Tamsin Egerton, Johnny Vegas, Ricky Tomlinson, Margaret Jackman, John Thomson, Lewis Johnson, Gabriel Chay Palmer, Steve Scott, Jorge de Juan, Matt Baldwin, Yusuf Hofri, Rebecca Front, Bob Cryer, Peter Baynham, Kyle Rowe, Miles Evans, Amaan Hendricks, Zak Sutcliffe, Mika Behrman, Laura Th��r��se, Janie Booth, Paul Thornley, Jason Furnival, Joanna Bobin, Nathan Joel Jukes, Jamie Chambers, Ryan Pickard, Callum Joseph King-Chadwick, Jamie Ben Chambers, John Bradley, Callum Joseph King, Nick Boraine, Feyi Babalola, Barkhad Abdi, Clifford 'Zorro' Sidloy, Nhlanhla Mkhwanazi, Craig Macrae, Hennie Bosman, Robert Wilfort, Clive Tyldesley, Andy Townsend, Clayton Evertson, Affif Ben Badra, Stefano Pasianot, Jordi Castello, Michelene Deppe, Mihhail Sibul, Raheem Sterling, Patrick John Walton, Patrick Walton, Nick Sampson, Danny Green, Jamie Glassman, Alex Lowe, Miles Jupp, Mark Theodore, Alex Lanipekun, Sam Redford, Anthony Hines",0
440,440,673290,118,2604,the avengers,2012,Joss Whedon,"Robert Downey Jr., Chris Evans, Scarlett Johansson, Jeremy Renner",beyond the lights,2014,Gina Prince-Bythewood,"Gugu Mbatha-Raw, Nate Parker, Minnie Driver, Danny Glover, Machine Gun Kelly, Darryl Stephens, Elaine Tan, Isaac Keys, Tyler Christopher, Benito Martinez, Aisha Hinds, India Jean-Jacques, Deidrie Henry, Estelle, Malieek Straughter, Brandon Wilson, Jordan Belfi, Greg Davis Jr, Sky Soleil, Hayley Marie Norman, Robert Locke, Laurie-Anne Gibson, Aml Ameen, Jesse  Woodrow, Onahoua Rodriguez, Wren T. Brown, Sean Anderson, Irving Whitlow, Wade Allain-Marcus, Ithamar Enriquez, Erika Ringor, Chris Barnes, Hector Bucio, Tom Wright, Tina D'Marco, Amy Johnson, Debra Lee Ortega, Roland Martin, Mark Ridley Thomas, Chaka Khan, Amare Stoudemire, Don Lemon, Gayle King, DeAndre Jordan, James Hardy, Ashley Hamilton, Brandee Evans, Christina Webber, Anisha Gibbs",0
7,7,6612,1024,17,into the woods,2014,Rob Marshall,"Anna Kendrick, Meryl Streep, Chris Pine, Emily Blunt",the revenant,2015,Alejandro González Iñárritu,"Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter, Forrest Goodluck, Paul Anderson (XVIII), Lukas Haas, Melaw Nakehk'o, Brad Carter, Brendan Fletcher, Kristoffer Joner, Grace Dove Syme, Kory Grim, Dave Burchill, Christopher Rosamund, Robert Moloney, Vincent Leclerc, Joshua Burge, Christopher Rosamond, Chris Ippolito, Mark Krysko, McCaleb Burnett, Duane Howard, Fabrice Adde, Arthur Redcloud, Tyson Wood, Stephane Legault, Amelia Crow Shoe, Emmanuel Bilodeau, Peter Strand Rumple, Cole Vandale, Tom Guiry, Scott Olynek, Jamie Medicine Crane, Timothy Lyle, Chesley Wilson, Veronica Marlowe, Clarence Hoof, Adrian McMorran, Alexandre Bisping, Dion Little Child, C. Adam Leigh, Blake Wildcat, Paul Young Pine, Javiar Lopez, Cody Big Tobacco, Haysam Kadri, Dallas Young Pine, Anthony Starlight, Michael Fraser, Scott Duncan, Mariah Old Shoes, Isaiah Tootoosis, Jeffrey Olynek, Kevin Corey, Daniel Rampanen, Jordan Crawford",0
426,426,660061,40,2541,downsizing,2017,Alexander Payne,"Matt Damon, Christoph Waltz, Hong Chau, Kristen Wiig",downsizing,2017,Alexander Payne,"Matt Damon, Kristen Wiig, Christoph Waltz, Jason Sudeikis, Neil Patrick Harris, Laura Dern, Hong Chau, Udo Kier, Brigette Lundy-Paine, James Van Der Beek",1
8,8,6678,1207,17,the brothers grimsby,2016,Louis Leterrier,"Sacha Baron Cohen, Mark Strong, Rebel Wilson, Freddie Crowder",the revenant,2015,Alejandro González Iñárritu,"Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter, Forrest Goodluck, Paul Anderson (XVIII), Lukas Haas, Melaw Nakehk'o, Brad Carter, Brendan Fletcher, Kristoffer Joner, Grace Dove Syme, Kory Grim, Dave Burchill, Christopher Rosamund, Robert Moloney, Vincent Leclerc, Joshua Burge, Christopher Rosamond, Chris Ippolito, Mark Krysko, McCaleb Burnett, Duane Howard, Fabrice Adde, Arthur Redcloud, Tyson Wood, Stephane Legault, Amelia Crow Shoe, Emmanuel Bilodeau, Peter Strand Rumple, Cole Vandale, Tom Guiry, Scott Olynek, Jamie Medicine Crane, Timothy Lyle, Chesley Wilson, Veronica Marlowe, Clarence Hoof, Adrian McMorran, Alexandre Bisping, Dion Little Child, C. Adam Leigh, Blake Wildcat, Paul Young Pine, Javiar Lopez, Cody Big Tobacco, Haysam Kadri, Dallas Young Pine, Anthony Starlight, Michael Fraser, Scott Duncan, Mariah Old Shoes, Isaiah Tootoosis, Jeffrey Olynek, Kevin Corey, Daniel Rampanen, Jordan Crawford",0
210,210,323151,60,1293,the death of stalin,2017,Armando Iannucci,"Steve Buscemi, Simon Russell Beale, Jeffrey Tambor, Andrea Riseborough",battle of the sexes,2017,"Jonathan Dayton, Valerie Faris","Emma Stone, Steve Carell, Andrea Riseborough, Sarah Silverman, Elisabeth Shue",0
441,441,673385,306,2604,the revenant,2015,Alejandro G. Irritu,"Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson",beyond the lights,2014,Gina Prince-Bythewood,"Gugu Mbatha-Raw, Nate Parker, Minnie Driver, Danny Glover, Machine Gun Kelly, Darryl Stephens, Elaine Tan, Isaac Keys, Tyler Christopher, Benito Martinez, Aisha Hinds, India Jean-Jacques, Deidrie Henry, Estelle, Malieek Straughter, Brandon Wilson, Jordan Belfi, Greg Davis Jr, Sky Soleil, Hayley Marie Norman, Robert Locke, Laurie-Anne Gibson, Aml Ameen, Jesse  Woodrow, Onahoua Rodriguez, Wren T. Brown, Sean Anderson, Irving Whitlow, Wade Allain-Marcus, Ithamar Enriquez, Erika Ringor, Chris Barnes, Hector Bucio, Tom Wright, Tina D'Marco, Amy Johnson, Debra Lee Ortega, Roland Martin, Mark Ridley Thomas, Chaka Khan, Amare Stoudemire, Don Lemon, Gayle King, DeAndre Jordan, James Hardy, Ashley Hamilton, Brandee Evans, Christina Webber, Anisha Gibbs",0
432,432,662761,1883,2545,the wall,2017,Doug Liman,"Aaron Taylor-Johnson, John Cena, Laith Nakli",the rewrite,2015,Marc Lawrence,"Hugh Grant, Marisa Tomei, Bella Heathcote, Allison Janney, J.K. Simmons, Chris Elliott, Whit Baldwin, Vanessa Wasche, Enid Graham, Shannon C. Sullivan, Jason Antoon, Jenny Neale, Caroline Aaron, Billy Griffith, Kevin Kennedy, Ali Merhi, Lily Wen, Olivia Luccardi, John Deyle, Mark Nelson, Bruce Sabath, Karen Pittman, Veanne Cox, Maggie Geha, Damaris Lewis, Lauren Macklin, Nicole Patrick, Emily Morden, Annie Qian, Aja Naomi King, Andrew Keenan-Bolger, Steven Kaplan, Kate Cullen Roberts, Jeff Chena, Lauren Palmer, Ella Rubin, Ann S. Lawrence, Frank Harts, Kevin Carolan, Christina Pawl, Liz Callaway, Sean Patrick McGowan, Rebecca Luker, Sanjiv Jhaveri",0
171,171,257676,2896,1019,two night stand,2014,Max Nichols,"Miles Teller, Analeigh Tipton, Jessica Szohr, Kid Cudi",two night stand,2014,Max Nichols,"Miles Teller, Analeigh Tipton, Jessica Szohr, Scott ""Kid Cudi"" Mescudi, Leven Rambin, Brian Petsos, Berto Colon, V�_ctor Cruz, Kellyn Lindsay, Josh Salatin, Chris Conroy, Tom Morrissey, David Weiss, Jeremy Rishe, Michael Kincade, Samuel Gates",1
439,439,671348,1463,2597,neighbors 2: sorority rising,2016,Nicholas Stoller,"Seth Rogen, Rose Byrne, Zac Efron, Chlo Grace Moretz",neighbors 2: sorority rising,2016,Nicholas Stoller,"Seth Rogen, Zac Efron, Rose Byrne, Chloë Grace Moretz, Kiersey Clemons, Selena Gomez, Dave Franco, Lisa Kudrow, Ike Barinholtz, Christopher Mintz-Plasse, Beanie Feldstein, Carla Gallo, John Early, Johnny Pemberton, Kyle Mooney, Ian Gregg, Jacob Wysocki, Liz Cackowski, Kelsey Grammer, Sam Richardson, Billy Eichner, Brian Huskey, Elise Vargas, Jerrod Carmichael, Clara Mamet, Awkwafina, Hannibal Buress, Zoey Vargas, Abbi Jacobson, Miles Armstrong, Kemuel Crossty, Cameron Hillman, Denryc Hill, Cameron Hill, Brian K. Johnson, Robert Windsor Jones Jr., Harrison Thacker, Robert Windsor Jones Jr., Ciara Bravo",1
362,362,538151,1226,2116,the interview,2014,"Evan Goldberg, Seth Rogen","James Franco, Seth Rogen, Randall Park, Lizzy Caplan",the identical,2014,Dustin Marcellino,"Ray Liotta, Ashley Judd, Seth Green, Joe Pantoliano, Blake Rayne, Erin Cottrell, Brian Geraghty, Amanda Crew, Waylon Payne, Danny Woodburn, Chris Mulkey, Noah Urrea, Gary Beaty, Caylin Cervetti, Ken Dodge, Johanna Goldstein, Joanne Goldstein, Michael Johnson, Brad Jones, Howard Klausner, Yochanan Marcellino, Joe McDougall, William McKinney, Leslie Mills, Ian Mitchell, Brad Naylor, John Newberg, Chris Finley, Cole Schaefer, Chris Scruggs, Lisa Stewart Seals, Kevin Shelley, Kevin Shell, Jacqueline Steele, J. Karen Thomas, Jeremy Walker, Michael Joiner, Wade Cummins, James Carslake, Raquel Payne, Katie Freeman, Nathan Clark George, Shelly Justice, Hunter Mobley",0
246,246,377130,990,1481,the founder,2016,John Lee Hancock,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini",the bfg,2016,Steven Spielberg,"Ruby Barnhill, Mark Rylance, Rebecca Hall, Penelope Wilton, Jemaine Clement, Olafur Darri Olafsson, Bill Hader, Adam Godley, Michael D. Adamthwaite, Rafe Spall, Daniel Bacon, Jonathan Holmes, Chris Gibbs, Paul Moniz de Sa, Marilyn Norry, Callum Seagram Airlie, Haig Sutherland, Shauna Hansen, Denise Jones, Gabrielle Rose, Anthony Ingram, Chris Shields, Matt Frewer, Geoffrey Wade, John Emmet Tracy, William Samples, Andy Thompson, Paul Stuart Barnhill, Paul Barnhill, Lucia Ryan, Julia Torrance, Julia Elizabeth Torrance, Cal Davis, Kyle Maloney, Michael McLeod, David Orr, Zachary Read, David Glover, Joshua Callagan, Todd Biffard",0
49,49,70881,2679,283,the institute,2017,"James Franco, Pamela Romanowsky","James Franco, Allie Gallerani, Tim Blake Nelson, Lori Singer",the dressmaker,2016,Jocelyn Moorhouse,"Kate Winslet, Liam Hemsworth, Hugo Weaving, Sarah Snook, Judy Davis, Caroline Goodall, Julia Blake, Shane Jacobson, Kerry Fox, Rebecca Gibney, James MacKay, Gyton Grantley, Barry Otto, Sacha Horler, Hayley Magnus, Alison Whyte, Shane Bourne, Olivia Sprague, Rachael Lorenz, Geneviève Lemon, Beulah Harridene, Muriel Pratt, Tracy Harvey, Simon Maiden, Terry Norris, Rory Potter, Darcey Wilson, Mark Leonard Winter, Eric Beach, Amanda Woodhams, Ed McSwiney, Stan Leman, Madeleine Hogan, Sage Barreda, Caroline Lee, Gregory Quinn, Geneviève Picot, Margot Knight, Jason Buckley, Fletcher Humphrys, Lucy Moir, Katia Nizic, Grace Rosebirch, Spike Hogan, Roy Barker, Alex DeVos, Judah Hobbs, Lanie Lane, Sandra Talty, Howard Cairns, Malcolm Cole, Simon Farrow, Richard Anastasios, Mike Snow, Adrienne Pickering, Charlotte Friels",0
137,137,194154,609,740,the legend of tarzan,2016,David Yates,"Alexander Skarsgrd, Rory J. Saper, Christian Stevens, Christoph Waltz",the legend of tarzan,2016,David Yates,"Alexander Skarsgård, Margot Robbie, Samuel L. Jackson, Christoph Waltz, Djimon Hounsou, Rory J. Saper, Christian Stevens, Casper Crump, Sidney Ralitsoele, Osy Ikhile, Mens-Sana Tamakloe, Antony Acheampong, Edward Apeagyei, Ashley Byam, Adam Ganne, Aleksandar Mikic, Gary Cargill, Shaun Smith, Ian Mercer, Laurence Spellman, Alex Ferns, Roger Evans, Clive Brunt, Charles Babalola, Yule Masiteng, Mimi Ndiweni, Faith Edwards, Matt Cross, Madeleine Worrall, William Wollen, Cedric Weber, Richard James-Neale, Charlie Anson, Simon Russell Beale, John Hollingworth, Maxim De Villiers, Miles Jupp, Teresa Churcher, Jim Broadbent, Christopher Benjamin, Paul Hamilton, Ben Chaplin, Faisal Mohammed, Genevieve O'Reilly, Hadley Fraser, Augusts Dakteris, Caitlin McIntosh, Sophia Ramos, Thomas Coghlan, Amelia Mae Butler, Jack Hammond, Oliver Lamb, Matilda Hedley, Luke Smith, John Harvey Wilson, Adam Scholes, Owen Walters, Orla McFarlane",1
230,230,366801,1818,1441,the judge,2014,David Dobkin,"Robert Downey Jr., Robert Duvall, Vera Farmiga, Billy Bob Thornton",the land,2016,Steven Caple Jr.,"Jorge Lendeborg Jr., Moises Arias, Rafi Gavron, Ezri Walker, Kim Coates, Erykah Badu, Michael Kenneth Williams, Machine Gun Kelly, Robert Hunter, Melvin Gregg, Christopher Amitrano, Nadia Simms, Ashleigh Morghan, Ryan Mulkay, Tom Kondilas, Davis Aguila, Deanna Sherman, Andy Tarr, Dontez James, Dominique Paramore, Dan Anders, Trinh Ann, Aswan Harris, Cherie McClain, Karin Boesler, Linda Emond, Megan Brautigam, Michael Ray Escamilla, Pauline Nowakowski, Mrva Russell, Jessica Jones, Alexander Dean Williams, Natalie Martinez",0
124,124,176027,1761,655,wish upon,2017,John R. Leonetti,"Joey King, Ryan Phillippe, Ki Hong Lee, Mitchell Slaggert",wish upon,2017,John R. Leonetti,"Joey King, Ryan Phillippe, Ki Hong Lee, Mitchell Slaggert, Shannon Purser, Sydney Park, Alice Lee (XIV), Kevin Hanchard, Sherilyn Fenn, Elisabeth Röhm, Josephine Langford, Alexander Nunez, Daniela Barbosa, Reagan Revord, Victor Sutton, Albert Chung, Michelle Alexander, Natalie Prinzen-Klages, Nora Prinzen-Klages, Monique Stinchcombe, Danielle Pollari, Rosalina Lee, Ryan Taerk",1
225,225,353505,1578,1401,the dictator,2012,Larry Charles,"Sacha Baron Cohen, Anna Faris, John C. Reilly, Ben Kingsley",free the nipple,2014,Lina Esco,"Lina Esco, Casey LaBow, Lola Kirke, Zach Grenier, Griffin Newman, Monique Coleman, Crystal Lonneberg, Jen Ponton, Miriam Weisbecker, Hannah Dunne, Jordan Carey, Michael Panes, Fenton Li, Cat Cabral, Richie Noodles, John Keating, Jon-Paul Vertuccio, Jennifer Maisel, Jennifer Mais, Elyssa Brette Mactas, Michelle Miss Knockout Bracey, Liz Chuday, Vincent Leong, Carol Roland, Merritt Matthew Chase, Celey Schumer, Sarabeth Stroller, David J. Wiens, Rich Chew, Richard Chew, Leah Kilpatrick, Robin Roth, Martine Rousseau, Elise Coker, Majdi Alghader, Nanna Lyhne, Sara Dinkin, Lee Navlen, Emily Newhouse, Jason Capuano, Eliana Gonz��lez, Julia Li, William Diggs, Danielle Douchkoff, Victoria Bolton, Serena Lee, Natalie White, Sarah Cohen, Sara Cohen, BJ Zeligman, Eugene Resler, Penny Palmer, Elaine Levine, Gus J. Benedicto, Randi Senderowitz, Taquashia Pearson, Felix Hiciano, Abigail Ouellet, Tare Thomas, Anthony Chatmon II, Ana Medrano, Amanda Griemsmann, Bennie Road, Rebecca Fourteau, Nyeshia Padmore, Solomon Tores, Mark Kopas, Brandy Chichocki, Dawn Evans, Kareem Gatlin, Tzahalla Kessari-Sircher, Hope Vaughn, Erica Nadal, John Gorman, Jessica Espinal, Brittany Wilson, Diana Delgado, Ebby Amir, Gillian Durkee, Marc Minick, Anthony Estrada, Joe Jagde, Teisha Kuna, Don Leftt, Robert Sage, Melisa Adeyinka, Kendall Green, Byron Hagan",0
247,247,377352,1656,1481,the competition,2018,Harvey Lowry,"Thora Birch, Chris Klein, Claire Coffee, David Blue",the bfg,2016,Steven Spielberg,"Ruby Barnhill, Mark Rylance, Rebecca Hall, Penelope Wilton, Jemaine Clement, Olafur Darri Olafsson, Bill Hader, Adam Godley, Michael D. Adamthwaite, Rafe Spall, Daniel Bacon, Jonathan Holmes, Chris Gibbs, Paul Moniz de Sa, Marilyn Norry, Callum Seagram Airlie, Haig Sutherland, Shauna Hansen, Denise Jones, Gabrielle Rose, Anthony Ingram, Chris Shields, Matt Frewer, Geoffrey Wade, John Emmet Tracy, William Samples, Andy Thompson, Paul Stuart Barnhill, Paul Barnhill, Lucia Ryan, Julia Torrance, Julia Elizabeth Torrance, Cal Davis, Kyle Maloney, Michael McLeod, David Orr, Zachary Read, David Glover, Joshua Callagan, Todd Biffard",0
59,59,84694,1640,334,the signal,2014,William Eubank,"Brenton Thwaites, Olivia Cooke, Beau Knapp, Laurence Fishburne",the giver,2014,Phillip Noyce,"Jeff Bridges, Meryl Streep, Brenton Thwaites, Katie Holmes, Odeya Rush, Taylor Swift, Cameron Monaghan, Emma Tremblay, Alexander Skarsgård",0
355,355,526966,914,2077,the glass castle,2017,Destin Daniel Cretton,"Brie Larson, Woody Harrelson, Naomi Watts, Ella Anderson",the 33,2015,"Patricia Riggen, Patricia Richardson","Antonio Banderas, Rodrigo Santoro, James Brolin, Juliette Binoche, Cote de Pablo, Juan Pablo Raba, Kate del Castillo, Adriana Barraza, Lou Diamond Phillips, Gabriel Byrne, Naomi Scott, Bob Gunton, Paulina García, Don Francisco, Mario Casas, Jacob Vargas, Oscar Nunez, Tenoch Huerta Mejía, Marco Antonio Treviño, Elizabeth DeRazzo, Gustavo Angarita, Alejandro Goic, Raoul Pinno, Mario Zaragoza, Cristián Campos, Jorge Diaz, Juan Pablo Auger, Leonardo Farkas, Fran Concha, Diego Noguera, Sebastian Apiolaza, Jorge Godoy, Marcelo Gutierrez, Carlos Talamilla, Trinidad González, Fernanda Ramirez, Orlando Alfaro, Felipe �lvarez, Ignacio DeVries, Luis Chaparro, Henri Bravo, Jaime Correa, Juan Carlos Solarte, William Winston, Santiago Carreno, Miguel Sierra, Nicolas Troya, Fernando Monge, Fredy Yate, Pedro Calvo, Henry Ortiz, Erik Rodriguez, Edwar Silva, Fernando Esterilla, Karolina Gonzalez, �ngela García, Daian Parra, Sojana Ortiz, Lorena García, Rosa Garavito DeVargas, Montserrat Alvarez, Alexis Catepanopolus, Tim Willcox, Anderson Cooper, Michel Floquet, Salma AlJamal, Mario Kreutzberger, Habib Ghribi",0
421,421,650762,1802,2512,the bourne legacy,2012,Tony Gilroy,"Jeremy Renner, Rachel Weisz, Edward Norton, Scott Glenn",the immigrant,2014,James Gray,"Marion Cotillard, Joaquin Phoenix, Jeremy Renner, Dagmara Dominczyk, Yelena Solovey, Ilia Volok, Maja Wampuszyc, Jicky Schnee, Angela Sarafyan",1
419,419,642965,785,2484,the belko experiment,2016,Greg McLean,"John Gallagher Jr., Tony Goldwyn, Adria Arjona, John C. McGinley",the assignment,2017,Walter Hill,"Michelle Rodriguez, Tony Shalhoub, Anthony LaPaglia, Caitlin Gerard, Sigourney Weaver, Ken Kirzinger, Darryl Quon, Brent Langdon, Caroline Chan, Adrian Hough, John Callender, Bill Croft, Terry Chen, Lauro Chartrand, Chad Riley, Hugo Ateo, Jason Asuncion, Eltie Pearce, Lia Lam, Alex Zahara, Paul Lazenby, Zak Santiago, Paul McGillion",0
495,495,751713,291,2903,the snowman,2017,Tomas Alfredson,"Michael Fassbender, Rebecca Ferguson, Charlotte Gainsbourg, Jonas Karlsson",the dinner,2017,Oren Moverman,"Richard Gere, Laura Linney, Steve Coogan, Rebecca Hall, Chloë Sevigny, Adepero Oduye, Michael Chernus, Charlie Plummer, Seamus Davey-Fitzpatrick, Miles J. Harvey, Joel Bissonnette, Laura Hajek, Onika Day, Judah Sandrige, Judah Sandrige, Jesse Dean Peterson, Ben Snyder, Emma Mud, Emma Mud, Stephen Lang, Taylor Rae Almonte, George Shephard, Dominic Colón",0
509,509,774874,926,2995,the shallows,2016,Jaume Collet-Serra,"Blake Lively, scar Jaenada, Angelo Josue Lozano Corzo, Joseph Salas",the shallows,2016,Jaume Collet-Serra,"Blake Lively, Oscar Jaenada, Sedona Legge, Brett Cullen, Angelo Josue, Lozano Corzo, José Manuel, Trujillo Salas, Pablo Calva, Janelle Bailey, Diego Espejel, Ava Dean, Chelsea Moody",1
